0,1.1106
0.01,0.09875
0.02,0.095
0.03,0.0888125
0.04,0.0803125
0.05,0.0696859
0.06,0.0571766
0.07,0.0430813
0.08,0.0277441
0.09,0.0115486
0.1,-0.00509044
0.11,-0.021737
0.12,-0.0379438
0.13,-0.0532634
0.14,-0.0672594
0.15,-0.0795175
0.16,-0.0896567
0.17,-0.0973392
0.18,-0.10228
0.19,-0.104257
0.2,-0.103114
0.21,-0.0987702
0.22,-0.091224
0.23,-0.0805524
0.24,-0.0669126
0.25,-0.0505403
0.26,-0.0317451
0.27,-0.0109052
0.28,0.0115408
0.29,0.0351032
0.3,0.0592521
0.31,0.0834296
0.32,0.107063
0.33,0.12958
0.34,0.15042
0.35,0.169052
0.36,0.184986
0.37,0.197788
0.38,0.207089
0.39,0.212603
0.4,0.214126
0.41,0.211553
0.42,0.204877
0.43,0.194194
0.44,0.179701
0.45,0.161697
0.46,0.140575
0.47,0.116818
0.48,0.090983
0.49,0.0636966
0.5,0.0356358
0.51,0.00751373
0.52,-0.0199367
0.53,-0.0459812
0.54,-0.0699024
0.55,-0.0910177
0.56,-0.108698
0.57,-0.122384
0.58,-0.131603
0.59,-0.13598
0.6,-0.135256
0.61,-0.129288
0.62,-0.118063
0.63,-0.1017
0.64,-0.0804483
0.65,-0.0546851
0.66,-0.0249107
0.67,0.0082621
0.68,0.0441202
0.69,0.0818654
0.7,0.120633
0.71,0.15951
0.72,0.197558
0.73,0.233838
0.74,0.267428
0.75,0.297454
0.76,0.323107
0.77,0.343667
0.78,0.358525
0.79,0.367197
0.8,0.369343
0.81,0.364778
0.82,0.35348
0.83,0.335593
0.84,0.311432
0.85,0.281475
0.86,0.246357
0.87,0.206859
0.88,0.163889
0.89,0.118466
0.9,0.071696
0.91,0.0247457
0.92,-0.0211845
0.93,-0.0648896
0.94,-0.10519
0.95,-0.140962
0.96,-0.171167
0.97,-0.194879
0.98,-0.211312
0.99,-0.219841
1,-0.220025
1.01,-0.21162
1.02,-0.194589
1.03,-0.169111
1.04,-0.135581
1.05,-0.0946041
1.06,-0.046988
1.07,0.00627454
1.08,0.0640242
1.09,0.124961
1.1,0.187672
1.11,0.250665
1.12,0.312404
1.13,0.371345
1.14,0.425976
1.15,0.474855
1.16,0.516646
1.17,0.55016
1.18,0.574383
1.19,0.588508
1.2,0.591961
1.21,0.58442
1.22,0.565831
1.23,0.536411
1.24,0.496659
1.25,0.44734
1.26,0.389479
1.27,0.324342
1.28,0.253405
1.29,0.178328
1.3,0.100915
1.31,0.0230765
1.32,-0.053223
1.33,-0.126006
1.34,-0.193333
1.35,-0.253353
1.36,-0.304353
1.37,-0.3448
1.38,-0.373389
1.39,-0.389076
1.4,-0.391116
1.41,-0.379085
1.42,-0.352901
1.43,-0.312834
1.44,-0.259507
1.45,-0.193891
1.46,-0.117286
1.47,-0.0313036
1.48,0.0621738
1.49,0.161028
1.5,0.262952
1.51,0.365507
1.52,0.466176
1.53,0.562426
1.54,0.651771
1.55,0.731837
1.56,0.800421
1.57,0.855554
1.58,0.89555
1.59,0.919064
1.6,0.925127
1.61,0.913181
1.62,0.883108
1.63,0.835237
1.64,0.77035
1.65,0.689676
1.66,0.594868
1.67,0.487975
1.68,0.371397
1.69,0.247839
1.7,0.120246
1.71,-0.00826208
1.72,-0.134464
1.73,-0.255115
1.74,-0.367029
1.75,-0.46716
1.76,-0.552677
1.77,-0.621047
1.78,-0.670099
1.79,-0.698094
1.8,-0.703774
1.81,-0.686408
1.82,-0.645823
1.83,-0.582421
1.84,-0.497187
1.85,-0.391672
1.86,-0.267979
1.87,-0.128712
1.88,0.023067
1.89,0.183907
1.9,0.350046
1.91,0.517493
1.92,0.682127
1.93,0.839792
1.94,0.986404
1.95,1.11805
1.96,1.2311
1.97,1.3223
1.98,1.38884
1.99,1.42848
2,1.43958
